red_fighter,blue_fighter,winner,fight_url,event,date,weight_class,method,round,time,red_wins,red_losses,red_draws,red_wins_by_ko_tko,red_wins_by_submission,red_wins_by_decision,red_losses_by_ko_tko,red_losses_by_submission,red_losses_by_decision,red_age,red_height_in,red_weight_lbs,red_reach_in,red_slpm,red_sapm,red_str_acc,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,red_stance,blue_wins,blue_losses,blue_draws,blue_wins_by_ko_tko,blue_wins_by_submission,blue_wins_by_decision,blue_losses_by_ko_tko,blue_losses_by_submission,blue_losses_by_decision,blue_age,blue_height_in,blue_weight_lbs,blue_reach_in,blue_slpm,blue_sapm,blue_str_acc,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,blue_stance,red_tot_sig_str_landed,red_tot_sig_str_attempted,red_tot_td_landed,red_tot_td_attempted,red_tot_ctrl_time_sec,blue_tot_sig_str_landed,blue_tot_sig_str_attempted,blue_tot_td_landed,blue_tot_td_attempted,blue_tot_ctrl_time_sec
Kelvin Gastelum,Dustin Stoltzfus,Kelvin Gastelum,http://ufcstats.com/fight-details/114d2f6fcd3f6f00,UFC Fight Night: Lopes vs. Silva,,Middleweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jacob Montalvo,3.0,5:00,21.0,10.0,0.0,,,,,,,,69.0,185.0,71.0,3.67,3.53,0.42,0.57,1.01,0.34,0.6,0.1,southpaw,16.0,8.0,0.0,,,,,,,,72.0,185.0,75.0,3.3,3.23,0.45,0.47,2.08,0.37,0.46,1.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Hernandez,Diego Ferreira,Alexander Hernandez,http://ufcstats.com/fight-details/202c47db69768356,UFC Fight Night: Lopes vs. Silva,,Lightweight Bout,KO/TKO Round: 2 Time: 3:46 Time format: 3 Rnd (5-5-5) Referee: Jeff Rexroad,2.0,3:46,18.0,8.0,0.0,,,,,,,,69.0,155.0,72.0,4.31,4.5,0.4,0.59,1.14,0.36,0.73,0.1,orthodox,19.0,7.0,0.0,,,,,,,,69.0,155.0,74.0,4.7,3.46,0.39,0.55,0.82,0.3,0.57,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Luna,Quang Le,Santiago Luna,http://ufcstats.com/fight-details/8a884a7930d75ca9,UFC Fight Night: Lopes vs. Silva,,Bantamweight Bout,KO/TKO Round: 1 Time: 2:48 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran,1.0,2:48,8.0,0.0,0.0,,,,,,,,69.0,135.0,74.0,8.2,3.82,0.54,0.71,4.21,0.83,0.5,0.8,orthodox,9.0,3.0,0.0,,,,,,,,67.0,135.0,70.0,2.82,4.59,0.38,0.49,2.9,0.33,1.0,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Daniel Medina,Dusko Todorovic,Dusko Todorovic,http://ufcstats.com/fight-details/07a378b257aad5a9,UFC Fight Night: Lopes vs. Silva,,Middleweight Bout,Submission Round: 1 Time: 4:21 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,1.0,4:21,11.0,7.0,0.0,,,,,,,,72.0,185.0,74.0,2.13,5.34,0.36,0.46,0.39,0.33,0.27,0.0,orthodox,13.0,6.0,0.0,,,,,,,,73.0,185.0,74.0,4.73,4.4,0.57,0.48,1.77,0.21,0.42,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Puelles,Joaquim Silva,Joaquim Silva,http://ufcstats.com/fight-details/352839a03b428e74,UFC Fight Night: Lopes vs. Silva,,Lightweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,3.0,5:00,13.0,5.0,0.0,,,,,,,,70.0,155.0,72.0,1.54,2.62,0.46,0.48,3.29,0.33,0.6,1.0,southpaw,14.0,6.0,0.0,,,,,,,,68.0,155.0,69.0,3.43,4.17,0.43,0.53,0.34,0.5,0.7,0.8,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatiana Suarez,Amanda Lemos,Tatiana Suarez,http://ufcstats.com/fight-details/9474f64347aade7a,UFC Fight Night: Lopes vs. Silva,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jeff Rexroad,3.0,5:00,12.0,1.0,0.0,,,,,,,,65.0,115.0,66.0,2.95,1.58,0.6,0.45,4.41,0.43,0.8,0.6,southpaw,15.0,5.0,1.0,,,,,,,,64.0,115.0,65.0,2.75,3.24,0.55,0.45,1.02,0.62,0.64,0.7,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesus Aguilar,Luis Gurule,Jesus Aguilar,http://ufcstats.com/fight-details/3dc1a6335d890650,UFC Fight Night: Lopes vs. Silva,,Flyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jacob Montalvo,3.0,5:00,12.0,4.0,0.0,,,,,,,,64.0,125.0,62.0,2.54,2.29,0.38,0.61,1.52,0.29,0.45,1.1,orthodox,10.0,3.0,0.0,,,,,,,,65.0,125.0,64.0,4.47,4.74,0.4,0.59,0.58,0.14,0.58,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Reese,Sedriques Dumas,,http://ufcstats.com/fight-details/d822ebc7dbc6c259,UFC Fight Night: Lopes vs. Silva,,Middleweight Bout,Could Not Continue Round: 1 Time: 0:51 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran,1.0,0:51,10.0,3.0,0.0,,,,,,,,76.0,185.0,77.0,4.48,3.92,0.54,0.43,2.8,0.61,0.52,1.3,switch,10.0,4.0,0.0,,,,,,,,74.0,185.0,79.0,2.0,2.41,0.44,0.55,1.34,0.31,0.33,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Costa,Alden Coria,Alden Coria,http://ufcstats.com/fight-details/a1e193425e716b42,UFC Fight Night: Lopes vs. Silva,,Flyweight Bout,KO/TKO Round: 3 Time: 0:47 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,3.0,0:47,14.0,5.0,0.0,,,,,,,,64.0,125.0,67.0,3.64,3.57,0.44,0.57,0.46,0.16,0.83,0.5,orthodox,12.0,3.0,0.0,,,,,,,,68.0,125.0,67.0,4.69,2.4,0.44,0.69,1.75,0.5,0.71,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montse Rendon,Alice Pereira,Montse Rendon,http://ufcstats.com/fight-details/c4a6174b0698652e,UFC Fight Night: Lopes vs. Silva,,Women's Bantamweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jacob Montalvo,3.0,5:00,7.0,1.0,0.0,,,,,,,,68.0,135.0,68.0,3.09,3.42,0.28,0.59,2.0,0.37,1.0,0.3,orthodox,6.0,1.0,0.0,,,,,,,,68.0,135.0,71.0,2.47,3.0,0.31,0.72,0.0,0.0,1.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Sezinando,Daniil Donchenko,Daniil Donchenko,http://ufcstats.com/fight-details/3dd2fde7bff79c51,UFC Fight Night: Lopes vs. Silva,,Ultimate Fighter 33 Welterweight Tournament Title Bout,KO/TKO Round: 1 Time: 4:27 Time format: 3 Rnd + OT (5-5-5-5) Referee: Kerry Hatley,1.0,4:27,9.0,2.0,0.0,,,,,,,,69.0,170.0,71.0,2.25,8.76,0.27,0.42,3.37,0.25,0.66,0.0,orthodox,14.0,2.0,0.0,,,,,,,,71.0,170.0,71.0,7.15,2.57,0.6,0.72,0.77,0.33,0.75,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nassourdine Imavov,Caio Borralho,Nassourdine Imavov,http://ufcstats.com/fight-details/5bcd8abf6da01dae,UFC Fight Night: Imavov vs. Borralho,,Middleweight Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,5.0,5:00,17.0,4.0,0.0,,,,,,,,75.0,185.0,75.0,4.28,3.17,0.54,0.58,0.74,0.32,0.81,1.0,orthodox,18.0,2.0,0.0,,,,,,,,73.0,185.0,75.0,3.47,2.61,0.56,0.6,1.25,0.5,0.76,0.4,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benoit Saint Denis,Mauricio Ruffy,Benoit Saint Denis,http://ufcstats.com/fight-details/d14fea43712707f0,UFC Fight Night: Imavov vs. Borralho,,Lightweight Bout,Submission Round: 2 Time: 2:56 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,2.0,2:56,17.0,3.0,0.0,,,,,,,,71.0,155.0,73.0,5.62,4.09,0.58,0.42,4.19,0.35,0.72,1.8,southpaw,13.0,2.0,0.0,,,,,,,,71.0,155.0,75.0,4.19,4.09,0.58,0.58,0.0,0.0,0.85,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modestas Bukauskas,Paul Craig,Modestas Bukauskas,http://ufcstats.com/fight-details/0149e875b31e57f8,UFC Fight Night: Imavov vs. Borralho,,Light Heavyweight Bout,KO/TKO Round: 1 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,5:00,19.0,7.0,0.0,,,,,,,,75.0,205.0,76.0,3.24,4.05,0.42,0.5,0.26,0.66,0.79,0.1,switch,17.0,10.0,1.0,,,,,,,,75.0,205.0,76.0,2.5,3.04,0.45,0.43,1.43,0.18,0.35,1.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolaji Oki,Mason Jones,Mason Jones,http://ufcstats.com/fight-details/69b31593175f77ec,UFC Fight Night: Imavov vs. Borralho,,Lightweight Bout,KO/TKO Round: 2 Time: 3:18 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,2.0,3:18,10.0,3.0,0.0,,,,,,,,70.0,155.0,73.0,6.59,5.15,0.44,0.61,1.01,0.6,0.66,0.0,orthodox,17.0,2.0,0.0,,,,,,,,70.0,155.0,74.0,5.71,4.47,0.41,0.5,4.17,0.55,0.81,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Sola,Rhys McKee,Axel Sola,http://ufcstats.com/fight-details/a47123ae6e048f11,UFC Fight Night: Imavov vs. Borralho,,Welterweight Bout,KO/TKO Round: 3 Time: 2:02 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,3.0,2:02,11.0,0.0,1.0,,,,,,,,74.0,155.0,74.0,3.74,2.74,0.42,0.75,1.25,0.25,0.0,0.0,southpaw,14.0,7.0,1.0,,,,,,,,74.0,170.0,78.0,4.71,7.15,0.4,0.47,0.0,0.0,0.47,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Gomis,Robert Ruchala,William Gomis,http://ufcstats.com/fight-details/b53031bf4bd0a330,UFC Fight Night: Imavov vs. Borralho,,Featherweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki,3.0,5:00,15.0,3.0,0.0,,,,,,,,72.0,145.0,73.0,3.48,2.76,0.49,0.61,0.86,0.38,0.72,0.3,southpaw,11.0,2.0,0.0,,,,,,,,68.0,145.0,72.0,2.27,3.27,0.35,0.57,2.0,0.33,0.0,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar Sy,Brendson Ribeiro,Oumar Sy,http://ufcstats.com/fight-details/4080b4310d82b42d,UFC Fight Night: Imavov vs. Borralho,,Light Heavyweight Bout,KO/TKO Round: 1 Time: 4:42 Time format: 3 Rnd (5-5-5) Referee: Patricio Carlos,1.0,4:42,12.0,1.0,0.0,,,,,,,,76.0,205.0,83.0,3.67,1.72,0.48,0.7,2.73,0.36,1.0,0.4,orthodox,17.0,9.0,0.0,,,,,,,,75.0,205.0,81.0,3.06,4.0,0.42,0.53,0.9,0.42,0.18,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Tybura,Ante Delija,Ante Delija,http://ufcstats.com/fight-details/23dbe713c4294c66,UFC Fight Night: Imavov vs. Borralho,,Heavyweight Bout,KO/TKO Round: 1 Time: 2:03 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,2:03,27.0,10.0,0.0,,,,,,,,75.0,246.0,78.0,3.59,3.33,0.48,0.55,1.38,0.33,0.75,0.1,orthodox,26.0,8.0,0.0,,,,,,,,75.0,239.0,78.0,4.28,3.95,0.38,0.52,0.0,0.0,0.75,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Hardwick,Kaue Fernandes,Kaue Fernandes,http://ufcstats.com/fight-details/5cd2dd6075fadcce,UFC Fight Night: Imavov vs. Borralho,,Lightweight Bout,KO/TKO Round: 1 Time: 3:21 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,3:21,13.0,4.0,1.0,,,,,,,,68.0,145.0,71.0,2.39,7.16,0.34,0.4,0.0,0.0,0.0,0.0,switch,11.0,2.0,0.0,,,,,,,,69.0,155.0,73.0,4.28,1.42,0.55,0.62,1.18,1.0,0.76,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Patterson,Trey Waters,Sam Patterson,http://ufcstats.com/fight-details/420211200a35c1d1,UFC Fight Night: Imavov vs. Borralho,,Welterweight Bout,KO/TKO Round: 1 Time: 3:01 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,1.0,3:01,14.0,2.0,1.0,,,,,,,,75.0,170.0,78.0,3.89,3.93,0.43,0.49,1.39,1.0,0.33,2.8,orthodox,9.0,2.0,0.0,,,,,,,,77.0,170.0,77.0,6.39,5.83,0.44,0.55,0.4,0.33,0.85,0.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Tavares,Robert Bryczek,Robert Bryczek,http://ufcstats.com/fight-details/b3253e2c2d111030,UFC Fight Night: Imavov vs. Borralho,,Middleweight Bout,KO/TKO Round: 3 Time: 1:43 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki,3.0,1:43,21.0,12.0,0.0,,,,,,,,73.0,185.0,74.0,3.42,3.36,0.43,0.54,0.73,0.26,0.81,0.0,orthodox,18.0,6.0,0.0,,,,,,,,72.0,185.0,75.0,3.74,4.08,0.36,0.59,0.56,1.0,0.85,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Gustafsson,Rinat Fakhretdinov,Rinat Fakhretdinov,http://ufcstats.com/fight-details/d56a59a4c79cf515,UFC Fight Night: Imavov vs. Borralho,,Welterweight Bout,KO/TKO Round: 1 Time: 0:54 Time format: 3 Rnd (5-5-5) Referee: Patricio Carlos,1.0,0:54,12.0,3.0,0.0,,,,,,,,73.0,170.0,73.0,5.82,3.63,0.71,0.45,6.19,0.58,1.0,0.0,orthodox,24.0,1.0,1.0,,,,,,,,72.0,170.0,74.0,5.03,3.61,0.52,0.54,3.91,0.34,0.91,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shauna Bannon,Sam Hughes,Sam Hughes,http://ufcstats.com/fight-details/a38010639e61885c,UFC Fight Night: Imavov vs. Borralho,,Women's Strawweight Bout,Submission Round: 2 Time: 1:58 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki,2.0,1:58,7.0,2.0,0.0,,,,,,,,65.0,115.0,65.0,4.32,3.75,0.43,0.45,0.0,0.0,0.4,0.7,switch,11.0,6.0,0.0,,,,,,,,65.0,115.0,64.0,4.34,4.44,0.46,0.58,1.23,0.35,0.6,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Walker,Zhang Mingyang,Johnny Walker,http://ufcstats.com/fight-details/2eecf0c36192e40c,UFC Fight Night: Walker vs. Zhang,,Light Heavyweight Bout,KO/TKO Round: 2 Time: 2:37 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,2.0,2:37,22.0,9.0,0.0,,,,,,,,78.0,205.0,82.0,4.06,3.09,0.55,0.45,0.42,0.6,0.57,0.8,orthodox,19.0,7.0,0.0,,,,,,,,74.0,205.0,75.0,7.71,5.33,0.6,0.43,0.0,0.0,0.75,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Ortega,Aljamain Sterling,Aljamain Sterling,http://ufcstats.com/fight-details/58080e8989927500,UFC Fight Night: Walker vs. Zhang,,Catch Weight Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Herb Dean,5.0,5:00,16.0,5.0,0.0,,,,,,,,68.0,155.0,69.0,3.84,6.38,0.37,0.49,0.93,0.25,0.54,0.9,switch,25.0,5.0,0.0,,,,,,,,67.0,145.0,71.0,4.45,2.21,0.52,0.59,2.45,0.3,0.44,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergei Pavlovich,Waldo Cortes Acosta,Sergei Pavlovich,http://ufcstats.com/fight-details/5538d15c4eeac3b3,UFC Fight Night: Walker vs. Zhang,,Heavyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,20.0,3.0,0.0,,,,,,,,75.0,257.0,84.0,4.43,3.62,0.44,0.55,0.48,0.25,0.75,0.0,southpaw,17.0,2.0,0.0,,,,,,,,76.0,260.0,78.0,5.54,3.38,0.49,0.56,0.44,0.57,0.72,0.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumudaerji,Kevin Borjas,Sumudaerji,http://ufcstats.com/fight-details/ce6bd165bef82bd7,UFC Fight Night: Walker vs. Zhang,,Flyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Vitor Ribeiro,3.0,5:00,19.0,7.0,0.0,,,,,,,,68.0,125.0,72.0,4.43,2.35,0.5,0.62,0.67,0.35,0.72,0.5,southpaw,10.0,5.0,0.0,,,,,,,,65.0,125.0,68.0,3.96,5.64,0.44,0.49,0.0,0.0,0.7,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiyilake Nueraji,Kiefer Crosbie,Taiyilake Nueraji,http://ufcstats.com/fight-details/1452c20d964c0a63,UFC Fight Night: Walker vs. Zhang,,Welterweight Bout,KO/TKO Round: 1 Time: 3:33 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,3:33,12.0,1.0,0.0,,,,,,,,74.0,170.0,75.0,9.82,5.01,0.53,0.58,1.47,0.33,1.0,0.0,southpaw,10.0,6.0,0.0,,,,,,,,71.0,170.0,70.0,4.46,5.8,0.64,0.46,0.0,0.0,0.4,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maheshate,Gauge Young,Gauge Young,http://ufcstats.com/fight-details/0b1460c666e66d39,UFC Fight Night: Walker vs. Zhang,,Lightweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,3.0,5:00,10.0,5.0,0.0,,,,,,,,72.0,155.0,71.0,3.96,5.96,0.31,0.51,0.0,0.0,0.47,0.0,orthodox,10.0,3.0,0.0,,,,,,,,69.0,155.0,70.0,5.71,5.82,0.51,0.48,1.0,0.3,0.71,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Johnson,Lone'er Kavanagh,Charles Johnson,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,UFC Fight Night: Walker vs. Zhang,,Flyweight Bout,KO/TKO Round: 2 Time: 4:35 Time format: 3 Rnd (5-5-5) Referee: Jim Perdios,2.0,4:35,18.0,8.0,0.0,,,,,,,,69.0,125.0,70.0,4.68,3.94,0.49,0.56,0.55,0.2,0.66,0.4,switch,10.0,1.0,0.0,,,,,,,,66.0,125.0,67.0,4.13,3.49,0.48,0.56,1.12,0.45,0.94,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rongzhu,Austin Hubbard,Rongzhu,http://ufcstats.com/fight-details/f55749e32ce5c6f3,UFC Fight Night: Walker vs. Zhang,,Lightweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Vitor Ribeiro,3.0,5:00,27.0,6.0,0.0,,,,,,,,69.0,155.0,71.0,6.02,5.44,0.51,0.52,1.35,0.62,0.84,0.1,orthodox,17.0,10.0,0.0,,,,,,,,70.0,155.0,71.0,3.97,4.1,0.42,0.55,1.63,0.28,0.68,0.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michel Pereira,Kyle Daukaus,Kyle Daukaus,http://ufcstats.com/fight-details/130e622d4d2aee3e,UFC Fight Night: Walker vs. Zhang,,Middleweight Bout,KO/TKO Round: 1 Time: 0:43 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,0:43,32.0,14.0,0.0,,,,,,,,73.0,185.0,73.0,4.46,4.4,0.51,0.51,1.21,0.56,0.75,0.7,orthodox,17.0,4.0,0.0,,,,,,,,74.0,185.0,76.0,3.32,2.9,0.53,0.42,2.08,0.25,0.82,2.1,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yizha,Westin Wilson,Yizha,http://ufcstats.com/fight-details/f0b7caa90faf47e5,UFC Fight Night: Walker vs. Zhang,,Featherweight Bout,KO/TKO Round: 1 Time: 0:37 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,0:37,26.0,6.0,0.0,,,,,,,,67.0,145.0,71.0,3.25,2.88,0.47,0.49,3.42,0.33,0.64,0.9,orthodox,17.0,10.0,0.0,,,,,,,,73.0,145.0,73.0,1.57,6.71,0.31,0.3,1.57,0.16,0.33,7.9,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xiao Long,SuYoung You,SuYoung You,http://ufcstats.com/fight-details/2f6065fe0804d1d8,UFC Fight Night: Walker vs. Zhang,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jim Perdios,3.0,5:00,27.0,11.0,0.0,,,,,,,,68.0,135.0,70.0,5.06,3.85,0.47,0.5,0.74,0.27,0.82,0.0,orthodox,16.0,3.0,0.0,,,,,,,,66.0,135.0,65.0,2.28,1.96,0.46,0.7,3.8,0.47,0.66,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uran Satybaldiev,Diyar Nurgozhay,Uran Satybaldiev,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,UFC Fight Night: Walker vs. Zhang,,Light Heavyweight Bout,Submission Round: 1 Time: 2:45 Time format: 3 Rnd (5-5-5) Referee: Vitor Ribeiro,1.0,2:45,9.0,1.0,0.0,,,,,,,,76.0,205.0,79.0,2.14,3.66,0.25,0.44,0.0,0.0,0.5,1.7,orthodox,11.0,2.0,0.0,,,,,,,,74.0,205.0,74.0,4.52,2.81,0.59,0.61,1.37,0.75,0.8,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shi Ming,Bruna Brasil,Bruna Brasil,http://ufcstats.com/fight-details/abf5f4d6f777cf7b,UFC - Road to UFC 4.6,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,17.0,6.0,0.0,,,,,,,,62.0,115.0,60.0,3.12,2.92,0.36,0.53,0.81,0.3,0.57,0.0,orthodox,11.0,6.0,1.0,,,,,,,,66.0,115.0,65.0,2.57,3.59,0.56,0.52,1.4,0.55,0.61,0.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nyamjargal Tumendemberel,Terrance Saeteurn,Nyamjargal Tumendemberel,http://ufcstats.com/fight-details/16523b1bec3cd7b0,UFC - Road to UFC 4.6,,Flyweight Bout,Submission Round: 1 Time: 2:53 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,2:53,10.0,1.0,0.0,,,,,,,,67.0,125.0,71.0,2.72,2.47,0.42,0.53,3.37,0.5,0.56,2.1,orthodox,8.0,2.0,0.0,,,,,,,,66.0,125.0,67.0,3.82,3.82,0.4,0.52,0.0,0.0,0.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dricus Du Plessis,Khamzat Chimaev,Khamzat Chimaev,http://ufcstats.com/fight-details/12cedec11b37ddc0,UFC 319: Du Plessis vs. Chimaev,,UFC Middleweight Title Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,5.0,5:00,23.0,3.0,0.0,,,,,,,,73.0,185.0,76.0,5.18,4.33,0.48,0.52,2.22,0.51,0.34,0.7,switch,15.0,0.0,0.0,,,,,,,,74.0,185.0,75.0,4.04,2.32,0.6,0.43,5.29,0.55,0.85,1.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lerone Murphy,Aaron Pico,Lerone Murphy,http://ufcstats.com/fight-details/9fa6a029f7f8241c,UFC 319: Du Plessis vs. Chimaev,,Featherweight Bout,KO/TKO Round: 1 Time: 3:21 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,3:21,17.0,0.0,1.0,,,,,,,,69.0,145.0,73.0,4.48,2.51,0.53,0.61,1.41,0.54,0.51,0.5,orthodox,13.0,5.0,0.0,,,,,,,,68.0,145.0,70.0,3.88,2.39,0.44,0.5,8.96,0.66,0.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff Neal,Carlos Prates,Carlos Prates,http://ufcstats.com/fight-details/42585ce706c086de,UFC 319: Du Plessis vs. Chimaev,,Welterweight Bout,KO/TKO Round: 1 Time: 4:59 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,1.0,4:59,16.0,8.0,0.0,,,,,,,,71.0,170.0,75.0,5.02,5.5,0.5,0.57,0.54,0.45,0.87,0.1,southpaw,23.0,7.0,0.0,,,,,,,,73.0,170.0,78.0,3.77,4.53,0.55,0.47,0.21,1.0,0.8,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Cannonier,Michael Page,Michael Page,http://ufcstats.com/fight-details/9939d7073462e07e,UFC 319: Du Plessis vs. Chimaev,,Middleweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,18.0,9.0,0.0,,,,,,,,71.0,185.0,77.0,4.42,4.35,0.49,0.56,0.54,0.4,0.64,0.0,switch,24.0,3.0,0.0,,,,,,,,75.0,170.0,79.0,2.39,1.68,0.6,0.57,0.23,0.16,0.66,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
